date,category,region,units_sold,stock_available,avg_price,promotion_flag
2024-09-08,Dairy,South,778,7287,5.0458,1
2024-09-08,Dairy,West,887,7913,5.087659574468085,1
2024-09-08,Instant Food,North,220,2114,5.216666666666667,1
2024-09-08,Instant Food,South,203,1700,4.987272727272727,1
2024-09-08,Instant Food,West,181,1925,5.445384615384615,1
2024-09-08,Snacks,North,254,2083,5.42,1
2024-09-08,Snacks,South,331,2631,5.61375,0
2024-09-08,Snacks,West,330,2505,4.232941176470588,1
2024-09-09,Beverages,North,24,260,7.725,1
2024-09-09,Beverages,South,50,545,5.736666666666667,0
2024-09-09,Beverages,West,31,337,3.6233333333333335,0
2024-09-09,Dairy,North,974,8379,5.443137254901961,1
2024-09-09,Dairy,South,816,7078,5.30531914893617,1
2024-09-09,Dairy,West,946,8281,5.114509803921568,1
2024-09-09,Instant Food,North,161,1810,5.2215384615384615,1
2024-09-09,Instant Food,South,241,2087,4.929230769230769,1
2024-09-09,Instant Food,West,209,1790,5.729090909090909,1
2024-09-09,Snacks,North,285,2322,5.478666666666667,1
2024-09-09,Snacks,South,251,2185,5.153571428571429,1
2024-09-09,Snacks,West,296,2417,5.586428571428571,1
2024-09-10,Beverages,North,26,172,8.8,1
2024-09-10,Beverages,South,31,367,4.69,0
2024-09-10,Beverages,West,33,406,7.536666666666666,0
2024-09-10,Dairy,North,631,6292,5.059268292682927,1
2024-09-10,Dairy,South,958,8954,5.586862745098039,1
2024-09-10,Dairy,West,750,7352,5.444782608695652,1
2024-09-10,Instant Food,North,298,2426,5.415384615384616,1
2024-09-10,Instant Food,South,203,2149,4.57923076923077,1
2024-09-10,Instant Food,West,172,1698,5.779230769230769,1
2024-09-10,Snacks,North,311,2633,4.98764705882353,1
2024-09-10,Snacks,South,394,2419,5.837999999999999,1
2024-09-10,Snacks,West,240,2230,4.158,0
2024-09-11,Beverages,North,43,497,5.046666666666667,0
2024-09-11,Beverages,South,47,611,2.94,0
2024-09-11,Beverages,West,42,417,2.45,1
2024-09-11,Dairy,North,606,6213,4.963571428571429,1
2024-09-11,Dairy,South,879,8045,5.590199999999999,1
2024-09-11,Dairy,West,696,6805,5.033111111111111,1
2024-09-11,Instant Food,North,240,2159,5.352307692307692,1
2024-09-11,Instant Food,South,227,2415,4.474666666666667,0
2024-09-11,Instant Food,West,230,1804,7.0190909090909095,1
2024-09-11,Snacks,North,414,3004,4.720588235294118,1
2024-09-11,Snacks,South,345,2572,5.393125,1
2024-09-11,Snacks,West,425,2914,4.899375,1
2024-09-12,Beverages,North,85,526,5.989999999999999,1
2024-09-12,Beverages,South,50,361,7.775,1
2024-09-12,Beverages,West,36,469,5.293333333333333,0
2024-09-12,Dairy,North,762,7729,5.823478260869565,1
2024-09-12,Dairy,South,686,6914,5.193777777777778,1
2024-09-12,Dairy,West,833,7571,5.3861224489795925,1
2024-09-12,Instant Food,North,282,2534,5.014,1
2024-09-12,Instant Food,South,143,1495,4.782,1
2024-09-12,Instant Food,West,213,1586,4.783,1
2024-09-12,Snacks,North,364,2872,5.307058823529411,1
2024-09-12,Snacks,South,314,2510,4.444285714285714,1
2024-09-12,Snacks,West,261,2201,5.577142857142857,1
2024-09-13,Beverages,North,51,358,2.75,1
2024-09-13,Beverages,South,41,324,3.28,1
2024-09-13,Beverages,West,20,236,6.9,0
2024-09-13,Dairy,North,691,6871,5.4184090909090905,1
2024-09-13,Dairy,South,728,7188,5.020416666666667,1
2024-09-13,Dairy,West,586,5975,5.46609756097561,1
2024-09-13,Instant Food,North,222,2343,4.266428571428572,0
2024-09-13,Instant Food,South,152,1489,5.783,1
2024-09-13,Instant Food,West,216,1966,4.729285714285714,1
2024-09-13,Snacks,North,325,2449,4.414,1
2024-09-13,Snacks,South,374,2658,5.741176470588235,1
2024-09-13,Snacks,West,217,1858,5.838181818181818,1
2024-09-14,Beverages,North,55,408,3.76,1
2024-09-14,Beverages,South,27,295,6.835,0
2024-09-14,Beverages,West,20,206,7.99,0
2024-09-14,Dairy,North,696,6999,5.2982978723404255,1
2024-09-14,Dairy,South,772,7514,5.181489361702128,1
2024-09-14,Dairy,West,751,7100,4.84125,1
2024-09-14,Instant Food,North,200,2086,5.93076923076923,1
2024-09-14,Instant Food,South,150,1518,5.343333333333334,0
2024-09-14,Instant Food,West,259,2494,4.815,1
2024-09-14,Snacks,North,263,2207,5.548571428571429,1
2024-09-14,Snacks,South,328,2606,5.451875,1
2024-09-14,Snacks,West,292,2314,4.870625,1
2024-09-15,Beverages,North,50,462,3.03,0
2024-09-15,Beverages,South,40,460,4.596666666666667,0
2024-09-15,Beverages,West,56,614,5.19,0
2024-09-15,Dairy,North,692,6668,5.48936170212766,1
2024-09-15,Dairy,South,815,7237,5.447083333333333,1
2024-09-15,Dairy,West,791,7314,5.324130434782608,1
2024-09-15,Instant Food,North,260,2084,5.597272727272728,1
2024-09-15,Instant Food,South,243,2236,4.826428571428571,1
2024-09-15,Instant Food,West,277,2111,4.231538461538461,1
2024-09-15,Snacks,North,330,2349,5.095714285714286,1
2024-09-15,Snacks,South,326,2915,4.709411764705883,0
2024-09-15,Snacks,West,303,2729,5.483529411764706,0
2024-09-16,Beverages,North,36,316,5.47,0
2024-09-16,Beverages,South,44,454,6.2,0
2024-09-16,Beverages,West,36,324,4.99,0
2024-09-16,Dairy,North,756,6867,5.359761904761905,1
2024-09-16,Dairy,South,737,7456,5.292127659574468,1
2024-09-16,Dairy,West,691,6784,4.944222222222223,1
2024-09-16,Instant Food,North,184,1674,5.6025,1
2024-09-16,Instant Food,South,231,2114,5.0200000000000005,1
2024-09-16,Instant Food,West,232,2411,5.561428571428571,1
2024-09-16,Snacks,North,329,2528,5.513571428571429,1
2024-09-16,Snacks,South,369,2404,5.582,1
2024-09-16,Snacks,West,333,2664,4.978823529411764,1
2024-09-17,Beverages,North,67,506,5.133333333333333,1
2024-09-17,Beverages,South,45,445,4.453333333333333,0
2024-09-17,Beverages,West,26,211,6.06,0
2024-09-17,Dairy,North,799,7158,5.281333333333333,1
2024-09-17,Dairy,South,781,7212,5.458,1
2024-09-17,Dairy,West,794,7994,5.678823529411765,1
2024-09-17,Instant Food,North,216,2029,5.6850000000000005,1
2024-09-17,Instant Food,South,259,2035,4.85,1
2024-09-17,Instant Food,West,163,1488,5.341666666666666,1
2024-09-17,Snacks,North,300,2576,5.382941176470588,1
2024-09-17,Snacks,South,274,2163,6.1433333333333335,1
2024-09-17,Snacks,West,300,2606,5.5975,1
2024-09-18,Beverages,North,33,317,4.98,0
2024-09-18,Beverages,South,65,553,4.906666666666666,1
2024-09-18,Beverages,West,30,412,6.086666666666667,0
2024-09-18,Dairy,North,864,7971,4.895416666666667,1
2024-09-18,Dairy,South,726,6921,4.428888888888889,1
2024-09-18,Dairy,West,830,7580,4.702553191489362,1
2024-09-18,Instant Food,North,164,1732,5.53,1
2024-09-18,Instant Food,South,214,2159,4.850666666666667,0
2024-09-18,Instant Food,West,251,2031,5.319285714285714,1
2024-09-18,Snacks,North,298,2566,5.458,1
2024-09-18,Snacks,South,410,2812,3.8864705882352943,1
2024-09-18,Snacks,West,280,2395,5.713125,0
2024-09-19,Beverages,North,41,444,4.746666666666666,0
2024-09-19,Beverages,South,55,507,5.533333333333334,1
2024-09-19,Beverages,West,11,116,2.49,0
2024-09-19,Dairy,North,670,6846,5.033913043478261,1
2024-09-19,Dairy,South,675,6908,5.569565217391304,1
2024-09-19,Dairy,West,758,7243,5.1673913043478255,1
2024-09-19,Instant Food,North,134,1437,6.005555555555556,0
2024-09-19,Instant Food,South,241,2179,5.441428571428572,1
2024-09-19,Instant Food,West,274,2194,5.406153846153846,1
2024-09-19,Snacks,North,344,2636,5.683529411764706,1
2024-09-19,Snacks,South,258,2282,5.475714285714285,1
2024-09-19,Snacks,West,339,2628,4.045333333333334,1
2024-09-20,Beverages,North,10,124,2.15,0
2024-09-20,Beverages,South,40,440,4.87,0
2024-09-20,Beverages,West,54,513,6.436666666666667,1
2024-09-20,Dairy,North,832,7692,5.729387755102041,1
2024-09-20,Dairy,South,816,7254,5.008478260869565,1
2024-09-20,Dairy,West,791,7472,4.618510638297872,1
2024-09-20,Instant Food,North,230,2258,5.742857142857143,1
2024-09-20,Instant Food,South,204,1925,4.7690909090909095,1
2024-09-20,Instant Food,West,134,1409,3.9881818181818183,1
2024-09-20,Snacks,North,307,2860,5.8629411764705885,0
2024-09-20,Snacks,South,255,1937,4.406153846153846,1
2024-09-20,Snacks,West,268,2156,5.601333333333333,1
2024-09-21,Beverages,North,33,395,6.6433333333333335,0
2024-09-21,Beverages,South,109,558,4.02,1
2024-09-21,Beverages,West,28,305,3.7166666666666655,0
2024-09-21,Dairy,North,853,8190,4.682,1
2024-09-21,Dairy,South,787,7253,5.158936170212766,1
2024-09-21,Dairy,West,726,6986,5.246666666666666,1
2024-09-21,Instant Food,North,170,1651,5.529090909090909,1
2024-09-21,Instant Food,South,264,2365,6.216428571428572,1
2024-09-21,Instant Food,West,189,1685,5.5618181818181816,1
2024-09-21,Snacks,North,253,1887,4.646153846153846,1
2024-09-21,Snacks,South,248,2044,5.301666666666667,1
2024-09-21,Snacks,West,322,2732,5.2947058823529405,1
2024-09-22,Beverages,North,43,380,7.413333333333334,1
2024-09-22,Beverages,South,33,360,4.324999999999999,0
2024-09-22,Beverages,West,18,342,6.035,0
2024-09-22,Dairy,North,705,6967,5.241777777777778,1
2024-09-22,Dairy,South,845,8301,5.35530612244898,1
2024-09-22,Dairy,West,919,8414,4.936862745098039,1
2024-09-22,Instant Food,North,218,1881,5.06923076923077,1
2024-09-22,Instant Food,South,208,1722,5.313076923076922,1
2024-09-22,Instant Food,West,183,1733,5.437272727272728,0
2024-09-22,Snacks,North,357,2253,4.212857142857143,1
2024-09-22,Snacks,South,247,2122,5.410666666666667,1
2024-09-22,Snacks,West,269,2060,4.527333333333333,1
2024-09-23,Beverages,North,37,411,1.98,0
2024-09-23,Beverages,South,28,433,5.023333333333333,0
2024-09-23,Beverages,West,33,315,4.03,0
2024-09-23,Dairy,North,812,7585,5.705625,1
2024-09-23,Dairy,South,830,7466,5.214375,1
2024-09-23,Dairy,West,691,6881,5.02108695652174,1
2024-09-23,Instant Food,North,205,1793,5.797692307692308,1
2024-09-23,Instant Food,South,273,1897,5.055833333333333,1
2024-09-23,Instant Food,West,232,2258,5.165,1
2024-09-23,Snacks,North,442,2937,4.570625,1
2024-09-23,Snacks,South,386,2697,4.954117647058824,1
2024-09-23,Snacks,West,383,2968,4.531176470588235,1
2024-09-24,Beverages,North,41,315,5.055,1
2024-09-24,Beverages,South,42,362,4.453333333333333,1
2024-09-24,Beverages,West,47,532,5.303333333333334,0
2024-09-24,Dairy,North,847,7978,5.35078431372549,1
2024-09-24,Dairy,South,885,7481,4.910212765957447,1
2024-09-24,Dairy,West,700,7010,5.405777777777778,1
2024-09-24,Instant Food,North,247,2109,5.856153846153846,1
2024-09-24,Instant Food,South,231,2152,5.502307692307692,1
2024-09-24,Instant Food,West,185,1882,4.946666666666666,1
2024-09-24,Snacks,North,309,2291,5.236470588235295,1
2024-09-24,Snacks,South,237,2107,6.053571428571429,0
2024-09-24,Snacks,West,367,3136,5.4383333333333335,1
2024-09-25,Beverages,North,54,561,7.413333333333334,1
2024-09-25,Beverages,South,26,359,4.62,0
2024-09-25,Beverages,West,43,515,5.806666666666668,1
2024-09-25,Dairy,North,630,7078,5.083913043478261,1
2024-09-25,Dairy,South,839,7950,4.806122448979592,1
2024-09-25,Dairy,West,826,7686,5.463617021276596,1
2024-09-25,Instant Food,North,268,2037,6.084166666666667,1
2024-09-25,Instant Food,South,266,1980,5.44,1
2024-09-25,Instant Food,West,231,2179,5.552307692307693,1
2024-09-25,Snacks,North,381,2406,5.439285714285715,1
2024-09-25,Snacks,South,442,3217,5.929444444444445,1
2024-09-25,Snacks,West,258,2284,5.3100000000000005,0
2024-09-26,Beverages,North,19,216,6.055,0
2024-09-26,Beverages,South,37,350,5.465,0
2024-09-26,Beverages,West,28,301,4.79,0
2024-09-26,Dairy,North,707,7276,5.284,1
2024-09-26,Dairy,South,868,8317,5.284081632653062,1
2024-09-26,Dairy,West,892,7692,5.902608695652174,1
2024-09-26,Instant Food,North,283,2268,5.861428571428571,1
2024-09-26,Instant Food,South,176,1876,5.506666666666667,1
2024-09-26,Instant Food,West,203,1841,6.645,1
2024-09-26,Snacks,North,403,3146,5.278888888888889,1
2024-09-26,Snacks,South,259,2191,5.441428571428571,1
2024-09-26,Snacks,West,341,2865,5.3933333333333335,0
2024-09-27,Beverages,North,19,271,5.34,1
2024-09-27,Beverages,South,45,411,4.516666666666667,1
2024-09-27,Beverages,West,55,501,4.97,1
2024-09-27,Dairy,North,787,7229,5.311304347826087,1
2024-09-27,Dairy,South,807,7278,5.286304347826087,1
2024-09-27,Dairy,West,811,7316,5.768936170212766,1
2024-09-27,Instant Food,North,209,1932,5.029166666666667,1
2024-09-27,Instant Food,South,210,2100,4.569333333333334,1
2024-09-27,Instant Food,West,204,1868,5.386153846153846,1
2024-09-27,Snacks,North,345,2520,5.247647058823529,1
2024-09-27,Snacks,South,336,2434,5.604,1
2024-09-27,Snacks,West,175,1383,3.951111111111112,1
2024-09-28,Beverages,North,25,289,8.02,0
2024-09-28,Beverages,South,49,566,7.386666666666667,0
2024-09-28,Beverages,West,50,505,4.463333333333334,1
2024-09-28,Dairy,North,730,6954,4.994,1
2024-09-28,Dairy,South,744,8001,4.9936,1
2024-09-28,Dairy,West,903,8500,5.2164,1
2024-09-28,Instant Food,North,317,2428,5.052666666666667,1
2024-09-28,Instant Food,South,189,1870,6.009230769230769,1
2024-09-28,Instant Food,West,252,2189,4.526428571428571,1
2024-09-28,Snacks,North,351,2442,4.716666666666667,1
2024-09-28,Snacks,South,374,2467,5.710666666666667,1
2024-09-28,Snacks,West,213,1813,5.858333333333333,1
2024-09-29,Beverages,North,12,127,3.49,0
2024-09-29,Beverages,South,22,240,7.385,0
2024-09-29,Beverages,West,70,702,7.446666666666666,0
2024-09-29,Dairy,North,924,7939,5.602692307692307,1
2024-09-29,Dairy,South,812,7874,5.357916666666667,1
2024-09-29,Dairy,West,813,7174,4.997142857142856,1
2024-09-29,Instant Food,North,196,1849,5.623076923076923,1
2024-09-29,Instant Food,South,192,2063,5.456153846153845,1
2024-09-29,Instant Food,West,237,2139,5.065384615384615,1
2024-09-29,Snacks,North,314,2507,4.086111111111111,1
2024-09-29,Snacks,South,280,2392,6.068666666666667,1
2024-09-29,Snacks,West,277,2376,5.346,1
2024-09-30,Beverages,North,45,478,5.223333333333334,1
2024-09-30,Beverages,South,18,170,6.03,0
2024-09-30,Beverages,West,65,498,6.006666666666667,1
2024-09-30,Dairy,North,716,7440,4.941063829787234,1
2024-09-30,Dairy,South,811,7999,5.744,1
2024-09-30,Dairy,West,832,8326,5.821764705882353,1
2024-09-30,Instant Food,North,248,2106,6.099285714285714,1
2024-09-30,Instant Food,South,234,1918,5.248333333333333,1
2024-09-30,Instant Food,West,216,1717,5.285,1
2024-09-30,Snacks,North,229,1910,5.738333333333333,1
2024-09-30,Snacks,South,278,2321,5.128125,0
2024-09-30,Snacks,West,355,2740,5.227058823529411,1
2024-10-01,Beverages,North,20,274,7.99,0
2024-10-01,Beverages,South,52,466,6.72,1
2024-10-01,Beverages,West,30,418,7.18,0
2024-10-01,Dairy,North,733,8277,5.563400000000001,1
2024-10-01,Dairy,South,798,7649,5.123541666666667,1
2024-10-01,Dairy,West,758,8257,5.123333333333334,1
2024-10-01,Instant Food,North,344,2046,5.189166666666667,1
2024-10-01,Instant Food,South,231,2179,5.528333333333333,0
2024-10-01,Instant Food,West,241,2338,4.396428571428571,1
2024-10-01,Snacks,North,305,2438,6.1075,1
2024-10-01,Snacks,South,269,2476,4.493333333333334,1
2024-10-01,Snacks,West,219,2036,5.406666666666666,0
2024-10-02,Beverages,North,35,404,3.475,0
2024-10-02,Beverages,South,44,381,4.366666666666667,1
2024-10-02,Beverages,West,39,507,5.556666666666666,0
2024-10-02,Dairy,North,602,6083,5.096585365853659,1
2024-10-02,Dairy,South,762,7537,5.4942553191489365,1
2024-10-02,Dairy,West,670,7330,4.70375,1
2024-10-02,Instant Food,North,273,2327,5.004285714285714,1
2024-10-02,Instant Food,South,214,2319,5.128461538461538,1
2024-10-02,Instant Food,West,181,1803,4.6000000000000005,1
2024-10-02,Snacks,North,339,2965,4.390666666666666,1
2024-10-02,Snacks,South,235,2165,4.964,0
2024-10-02,Snacks,West,257,2116,5.002142857142857,1
2024-10-03,Beverages,North,28,490,3.01,0
2024-10-03,Beverages,South,27,309,7.965,0
2024-10-03,Beverages,West,50,549,4.503333333333333,1
2024-10-03,Dairy,North,742,7506,4.823541666666666,1
2024-10-03,Dairy,South,689,6879,5.552444444444444,1
2024-10-03,Dairy,West,812,8340,5.384423076923077,1
2024-10-03,Instant Food,North,176,1852,5.300909090909091,1
2024-10-03,Instant Food,South,334,2513,5.218666666666667,1
2024-10-03,Instant Food,West,282,1793,5.498333333333334,1
2024-10-03,Snacks,North,249,1911,5.151538461538461,1
2024-10-03,Snacks,South,267,2234,5.691875,1
2024-10-03,Snacks,West,398,2500,5.573125,1
2024-10-04,Beverages,North,47,600,3.25,0
2024-10-04,Beverages,South,34,451,3.43,0
2024-10-04,Beverages,West,16,219,5.015,0
2024-10-04,Dairy,North,617,6953,5.568666666666667,1
2024-10-04,Dairy,South,792,7818,5.395416666666667,1
2024-10-04,Dairy,West,598,6491,4.7214634146341465,1
2024-10-04,Instant Food,North,280,2238,4.9861538461538455,1
2024-10-04,Instant Food,South,218,2038,5.131818181818182,1
2024-10-04,Instant Food,West,200,1539,6.734999999999999,1
2024-10-04,Snacks,North,289,2307,5.2525,1
2024-10-04,Snacks,South,232,2029,4.243333333333333,1
2024-10-04,Snacks,West,306,2447,5.755333333333334,1
2024-10-05,Beverages,North,36,440,6.38,0
2024-10-05,Beverages,South,54,584,4.806666666666667,1
2024-10-05,Beverages,West,19,262,6.09,0
2024-10-05,Dairy,North,711,7714,5.224130434782609,1
2024-10-05,Dairy,South,758,6987,5.099767441860465,1
2024-10-05,Dairy,West,717,7480,5.384347826086957,1
2024-10-05,Instant Food,North,236,1835,6.399090909090909,1
2024-10-05,Instant Food,South,236,2313,4.231538461538461,1
2024-10-05,Instant Food,West,264,2322,5.7250000000000005,1
2024-10-05,Snacks,North,207,1940,5.694615384615385,1
2024-10-05,Snacks,South,286,2248,5.9121428571428565,1
2024-10-05,Snacks,West,277,2151,3.967333333333334,1
2024-10-06,Beverages,North,36,483,6.84,0
2024-10-06,Beverages,South,33,493,5.3933333333333335,0
2024-10-06,Beverages,West,27,355,5.61,0
2024-10-06,Dairy,North,628,7030,5.338478260869565,1
2024-10-06,Dairy,South,813,8134,5.490851063829787,1
2024-10-06,Dairy,West,651,7311,5.478775510204081,1
2024-10-06,Instant Food,North,256,2241,5.497142857142857,1
2024-10-06,Instant Food,South,183,1510,6.3090909090909095,1
2024-10-06,Instant Food,West,198,1672,4.2709090909090905,1
2024-10-06,Snacks,North,304,2305,5.137142857142857,1
2024-10-06,Snacks,South,319,2500,5.603125,1
2024-10-06,Snacks,West,301,2321,5.724705882352941,1
2024-10-07,Beverages,North,11,97,6.36,1
2024-10-07,Beverages,South,22,354,4.555,0
2024-10-07,Beverages,West,29,399,6.16,0
2024-10-07,Dairy,North,740,7214,5.320227272727273,1
2024-10-07,Dairy,South,718,7213,5.337234042553192,1
2024-10-07,Dairy,West,782,7321,5.2730434782608695,1
2024-10-07,Instant Food,North,250,2098,5.269285714285714,1
2024-10-07,Instant Food,South,238,2056,4.121666666666667,1
2024-10-07,Instant Food,West,323,2516,4.504,1
2024-10-07,Snacks,North,262,2264,4.163125,1
2024-10-07,Snacks,South,282,2720,4.5125,0
2024-10-07,Snacks,West,278,2339,5.28,1
2024-10-08,Beverages,North,37,310,2.89,1
2024-10-08,Beverages,South,44,400,6.120000000000001,1
2024-10-08,Beverages,West,59,470,3.613333333333333,1
2024-10-08,Dairy,North,761,8111,5.262857142857143,1
2024-10-08,Dairy,South,746,7857,5.260408163265306,1
2024-10-08,Dairy,West,591,7001,5.53936170212766,1
2024-10-08,Instant Food,North,382,2670,4.867142857142857,1
2024-10-08,Instant Food,South,258,2102,5.622307692307692,1
2024-10-08,Instant Food,West,343,2397,5.625333333333333,1
2024-10-08,Snacks,North,246,2031,4.932666666666666,1
2024-10-08,Snacks,South,328,2474,5.190625,1
2024-10-08,Snacks,West,421,3142,4.46,1
2024-10-09,Beverages,North,42,511,5.4,1
2024-10-09,Beverages,South,34,329,4.593333333333333,1
2024-10-09,Beverages,West,31,367,6.140000000000001,0
2024-10-09,Dairy,North,692,6689,5.089787234042553,1
2024-10-09,Dairy,South,698,7758,4.839166666666666,1
2024-10-09,Dairy,West,766,8064,4.963,1
2024-10-09,Instant Food,North,228,2116,5.309285714285714,0
2024-10-09,Instant Food,South,299,2192,4.838333333333334,1
2024-10-09,Instant Food,West,321,2323,6.100714285714285,1
2024-10-09,Snacks,North,336,2507,5.837857142857144,1
2024-10-09,Snacks,South,214,2087,5.244999999999999,0
2024-10-09,Snacks,West,351,2364,4.978823529411764,1
2024-10-10,Beverages,North,48,449,5.1433333333333335,1
2024-10-10,Beverages,South,96,644,3.883333333333333,1
2024-10-10,Beverages,West,37,242,5.390000000000001,1
2024-10-10,Dairy,North,588,6151,4.916,1
2024-10-10,Dairy,South,629,7097,5.394897959183674,1
2024-10-10,Dairy,West,643,7119,5.513617021276596,1
2024-10-10,Instant Food,North,165,1653,5.132,0
2024-10-10,Instant Food,South,248,2249,5.552666666666666,1
2024-10-10,Instant Food,West,299,2364,4.831428571428572,1
2024-10-10,Snacks,North,351,2812,6.2525,1
2024-10-10,Snacks,South,208,1840,5.585384615384616,1
2024-10-10,Snacks,West,328,2737,5.037999999999999,1
2024-10-11,Beverages,North,50,561,7.123333333333334,1
2024-10-11,Beverages,South,42,600,5.1066666666666665,0
2024-10-11,Beverages,West,34,120,3.2,1
2024-10-11,Dairy,North,715,7391,5.860434782608695,1
2024-10-11,Dairy,South,724,7616,5.515918367346938,1
2024-10-11,Dairy,West,687,6819,5.503617021276596,1
2024-10-11,Instant Food,North,284,2207,5.514166666666667,1
2024-10-11,Instant Food,South,237,1905,4.999230769230769,1
2024-10-11,Instant Food,West,310,2213,5.742857142857143,1
2024-10-11,Snacks,North,379,2696,5.710588235294118,1
2024-10-11,Snacks,South,247,2115,4.819999999999999,1
2024-10-11,Snacks,West,306,2011,5.348571428571428,1
2024-10-12,Beverages,North,54,495,7.390000000000001,1
2024-10-12,Beverages,South,16,130,6.62,1
2024-10-12,Beverages,West,33,417,4.19,0
2024-10-12,Dairy,North,575,6454,5.20159090909091,1
2024-10-12,Dairy,South,735,7387,4.732173913043479,1
2024-10-12,Dairy,West,682,7401,4.510227272727272,1
2024-10-12,Instant Food,North,244,1913,4.56,1
2024-10-12,Instant Food,South,239,2241,5.319999999999999,1
2024-10-12,Instant Food,West,220,1769,5.260833333333333,1
2024-10-12,Snacks,North,324,2914,5.2325,0
2024-10-12,Snacks,South,216,1907,5.424666666666667,1
2024-10-12,Snacks,West,312,2325,5.291333333333333,1
2024-10-13,Beverages,North,31,255,2.805,1
2024-10-13,Beverages,South,22,377,5.245,0
2024-10-13,Beverages,West,23,267,7.960000000000001,0
2024-10-13,Dairy,North,713,7834,5.081276595744681,1
2024-10-13,Dairy,South,781,7429,5.656136363636364,1
2024-10-13,Dairy,West,513,5507,5.41,1
2024-10-13,Instant Food,North,202,1755,5.34909090909091,1
2024-10-13,Instant Food,South,271,2323,5.717857142857143,1
2024-10-13,Instant Food,West,356,2476,4.927142857142857,1
2024-10-13,Snacks,North,349,2473,4.369333333333333,1
2024-10-13,Snacks,South,289,2446,5.578823529411765,1
2024-10-13,Snacks,West,213,1906,5.001538461538461,1
2024-10-14,Beverages,North,51,506,5.12,1
2024-10-14,Beverages,South,28,347,6.023333333333333,1
2024-10-14,Beverages,West,59,382,4.305,1
2024-10-14,Dairy,North,767,7589,5.455106382978723,1
2024-10-14,Dairy,South,577,6606,4.953846153846153,1
2024-10-14,Dairy,West,609,6674,5.196739130434783,1
2024-10-14,Instant Food,North,286,2563,5.718666666666667,0
2024-10-14,Instant Food,South,238,2007,4.957692307692308,1
2024-10-14,Instant Food,West,273,2363,4.939285714285715,1
2024-10-14,Snacks,North,291,2191,5.847692307692308,1
2024-10-14,Snacks,South,339,2966,4.260588235294118,1
2024-10-14,Snacks,West,282,2321,4.228125,1
2024-10-15,Beverages,North,46,500,5.466666666666666,1
2024-10-15,Beverages,South,32,424,5.375,0
2024-10-15,Beverages,West,30,305,5.746666666666667,0
2024-10-15,Dairy,North,754,7881,5.5554,1
2024-10-15,Dairy,South,709,7205,5.330434782608696,1
2024-10-15,Dairy,West,771,7132,5.20531914893617,1
2024-10-15,Instant Food,North,224,2076,4.96,0
2024-10-15,Instant Food,South,252,1906,4.874615384615384,1
2024-10-15,Instant Food,West,175,1685,5.516363636363637,1
2024-10-15,Snacks,North,293,2378,4.014,1
2024-10-15,Snacks,South,248,2202,4.86,0
2024-10-15,Snacks,West,349,2990,5.870588235294117,1
2024-10-16,Beverages,North,31,310,3.673333333333333,0
2024-10-16,Beverages,South,31,412,5.02,0
2024-10-16,Beverages,West,22,298,3.845,0
2024-10-16,Dairy,North,723,7407,5.163191489361703,1
2024-10-16,Dairy,South,773,7262,5.3834042553191495,1
2024-10-16,Dairy,West,802,7809,4.928297872340425,1
2024-10-16,Instant Food,North,247,2322,5.03923076923077,1
2024-10-16,Instant Food,South,178,1687,4.948181818181818,0
2024-10-16,Instant Food,West,190,1738,4.0200000000000005,1
2024-10-16,Snacks,North,280,2185,5.889230769230769,1
2024-10-16,Snacks,South,255,2376,5.3525,1
2024-10-16,Snacks,West,278,2304,4.617142857142857,1
2024-10-17,Beverages,North,49,547,4.44,0
2024-10-17,Beverages,South,12,216,4.375,0
2024-10-17,Beverages,West,26,534,5.766666666666667,0
2024-10-17,Dairy,North,698,7588,4.777755102040816,1
2024-10-17,Dairy,South,741,7855,4.673541666666667,1
2024-10-17,Dairy,West,606,6899,5.232826086956522,1
2024-10-17,Instant Food,North,258,2217,4.913571428571428,1
2024-10-17,Instant Food,South,264,2496,5.274285714285715,1
2024-10-17,Instant Food,West,217,1939,5.552499999999999,1
2024-10-17,Snacks,North,412,2771,4.613125,1
2024-10-17,Snacks,South,272,2446,5.42,0
2024-10-17,Snacks,West,254,2208,5.42,1
2024-10-18,Beverages,North,42,426,6.615,0
2024-10-18,Beverages,South,24,348,6.779999999999999,0
2024-10-18,Beverages,West,40,489,6.863333333333333,0
2024-10-18,Dairy,North,592,6352,5.652222222222222,1
2024-10-18,Dairy,South,654,7404,5.570869565217391,1
2024-10-18,Dairy,West,767,7946,5.5374509803921566,1
2024-10-18,Instant Food,North,171,1601,4.819999999999999,1
2024-10-18,Instant Food,South,224,1949,5.256363636363637,1
2024-10-18,Instant Food,West,243,2071,5.446923076923077,1
2024-10-18,Snacks,North,258,2060,4.929285714285714,1
2024-10-18,Snacks,South,296,2492,5.3325,1
2024-10-18,Snacks,West,295,2162,4.454,1
2024-10-19,Beverages,North,34,540,5.0633333333333335,0
2024-10-19,Beverages,South,32,311,4.43,0
2024-10-19,Beverages,West,56,484,4.4366666666666665,1
2024-10-19,Dairy,North,682,6841,5.632444444444444,1
2024-10-19,Dairy,South,694,7241,5.636956521739131,1
2024-10-19,Dairy,West,708,7272,4.563673469387755,1
2024-10-19,Instant Food,North,265,2187,4.859230769230769,1
2024-10-19,Instant Food,South,196,1554,5.552727272727273,1
2024-10-19,Instant Food,West,153,1349,5.993,0
2024-10-19,Snacks,North,211,2033,5.616428571428571,0
